,index,Param Pair,Avg Accuracy,Standard Dev,Training Time
40,32,"(1, 0.30000000000000004, 0.30000000000000004)",0.7669623623726859,0.003856350782972111,0.003856350782972111
41,22,"(1, 0.2, 0.30000000000000004)",0.7669623623726859,0.003856350782972111,0.003856350782972111
42,42,"(1, 0.4, 0.30000000000000004)",0.7669623623726859,0.003856350782972111,0.003856350782972111
43,132,"(1, 1.3, 0.30000000000000004)",0.766961549205154,0.0038561316001298226,0.0038561316001298226
44,210,"(2, 0.0, 0.1)",0.7668445918630133,0.004127520237087817,0.004127520237087817
45,540,"(3, 1.2000000000000002, 0.1)",0.7668237472859085,0.003624321265509094,0.003624321265509094
46,400,"(2, 1.9000000000000001, 0.1)",0.7668106850588243,0.002864234872804498,0.002864234872804498
47,111,"(1, 1.1, 0.2)",0.7667909659300732,0.0011142990086095788,0.0011142990086095788
48,270,"(2, 0.6000000000000001, 0.1)",0.7667470882485745,0.004544479990408128,0.004544479990408128
49,280,"(2, 0.7000000000000001, 0.1)",0.7667470882485745,0.004544479990408128,0.004544479990408128
50,410,"(2, 2.0, 0.1)",0.766703560180273,0.0032885778233389296,0.0032885778233389296
51,51,"(1, 0.5, 0.2)",0.766632576578808,0.0020372295309192255,0.0020372295309192255
52,230,"(2, 0.2, 0.1)",0.7666312426309332,0.0038953760565440163,0.0038953760565440163
53,71,"(1, 0.7000000000000001, 0.2)",0.7666282346049468,0.002036434118294744,0.002036434118294744
54,61,"(1, 0.6000000000000001, 0.2)",0.7666282346049468,0.002036434118294744,0.002036434118294744
55,121,"(1, 1.2000000000000002, 0.2)",0.7665164694060225,0.0011742418880735747,0.0011742418880735747
56,131,"(1, 1.3, 0.2)",0.7665164694060225,0.0011742418880735747,0.0011742418880735747
57,330,"(2, 1.2000000000000002, 0.1)",0.7664566528182963,0.0031037667149730933,0.0031037667149730933
58,450,"(3, 0.30000000000000004, 0.1)",0.7663962221179443,0.002238766258931615,0.002238766258931615
59,141,"(1, 1.4000000000000001, 0.2)",0.766386210190183,0.0011476045369002998,0.0011476045369002998
60,520,"(3, 1.0, 0.1)",0.7663278225222923,0.003657024232352153,0.003657024232352153
61,510,"(3, 0.9, 0.1)",0.7662739565658278,0.005194071112948005,0.005194071112948005
62,530,"(3, 1.1, 0.1)",0.7661524435174861,0.003335070040506772,0.003335070040506772
63,320,"(2, 1.1, 0.1)",0.7660756838466692,0.0030184020682494424,0.0030184020682494424
64,151,"(1, 1.5, 0.2)",0.7659941585582684,0.001817363080100598,0.001817363080100598
65,201,"(1, 2.0, 0.2)",0.7659925642950547,0.001802775118739063,0.001802775118739063
66,181,"(1, 1.8, 0.2)",0.7659854746105457,0.0018156823963998096,0.0018156823963998096
67,161,"(1, 1.6, 0.2)",0.7659854746105457,0.0018156823963998096,0.0018156823963998096
68,171,"(1, 1.7000000000000002, 0.2)",0.7659854746105457,0.0018156823963998096,0.0018156823963998096
69,191,"(1, 1.9000000000000001, 0.2)",0.7659854746105457,0.0018156823963998096,0.0018156823963998096
70,290,"(2, 0.8, 0.1)",0.7659742509181833,0.004052014182289035,0.004052014182289035
71,300,"(2, 0.9, 0.1)",0.7659742509181833,0.004052014182289035,0.004052014182289035
72,440,"(3, 0.2, 0.1)",0.7659159497482164,0.003907519687929304,0.003907519687929304
73,560,"(3, 1.4000000000000001, 0.1)",0.7657933813288604,0.0035985130460742167,0.0035985130460742167
